.HEADER
..NAMES
Time,V U3.C8
.DATA
3.19787e-008,1.1785
3.20173e-008,1.1785
3.20558e-008,1.1785
3.20944e-008,1.1785
3.21330e-008,1.1785
3.21715e-008,1.1785
3.22101e-008,1.1785
3.22487e-008,1.1785
3.22873e-008,1.1785
3.23259e-008,1.1788
3.23644e-008,1.1822
3.24030e-008,1.1860
3.24416e-008,1.1769
3.24801e-008,1.1362
3.25187e-008,1.0456
3.25573e-008,0.9236
3.25959e-008,0.8080
3.26344e-008,0.6999
3.26730e-008,0.6009
3.27116e-008,0.5206
3.27502e-008,0.4628
3.27888e-008,0.4217
3.28273e-008,0.3825
3.28659e-008,0.3668
3.29045e-008,0.3877
3.29430e-008,0.4385
3.29816e-008,0.5230
3.30202e-008,0.6370
3.30588e-008,0.7552
3.30974e-008,0.8466
3.31359e-008,0.9206
3.31745e-008,0.9832
3.32131e-008,1.0344
3.32516e-008,1.0726
3.32902e-008,1.0976
3.33288e-008,1.1144
3.33674e-008,1.1293
3.34060e-008,1.1412
3.34445e-008,1.1510
3.34831e-008,1.1614
3.35217e-008,1.1711
3.35603e-008,1.1733
3.35988e-008,1.1712
3.36374e-008,1.1708
3.36760e-008,1.1722
3.37145e-008,1.1735
3.37531e-008,1.1765
3.37917e-008,1.1830
3.38303e-008,1.1818
3.38689e-008,1.1593
3.39074e-008,1.0933
3.39460e-008,0.9816
3.39846e-008,0.8612
3.40231e-008,0.7503
3.40617e-008,0.6443
3.41003e-008,0.5542
3.41389e-008,0.4866
3.41775e-008,0.4395
3.42160e-008,0.4010
3.42546e-008,0.3694
3.42932e-008,0.3743
3.43318e-008,0.4096
3.43703e-008,0.4787
3.44089e-008,0.5794
3.44475e-008,0.7015
3.44860e-008,0.8064
3.45246e-008,0.8867
3.45632e-008,0.9544
3.46018e-008,1.0115
3.46404e-008,1.0562
3.46789e-008,1.0872
3.47175e-008,1.1069
3.47561e-008,1.1223
3.47946e-008,1.1357
3.48332e-008,1.1462
3.48718e-008,1.1561
3.49104e-008,1.1670
3.49490e-008,1.1732
3.49875e-008,1.1720
3.50261e-008,1.1705
3.50647e-008,1.1713
3.51032e-008,1.1729
3.51418e-008,1.1744
3.51804e-008,1.1802
3.52190e-008,1.1840
3.52575e-008,1.1738
3.52961e-008,1.1312
3.53347e-008,1.0385
3.53733e-008,0.9169
3.54119e-008,0.8023
3.54504e-008,0.6933
3.54890e-008,0.5943
3.55276e-008,0.5157
3.55661e-008,0.4597
3.56047e-008,0.4203
3.56433e-008,0.3918
3.56819e-008,0.3721
3.57205e-008,0.3592
3.57590e-008,0.3497
3.57976e-008,0.3380
3.58362e-008,0.3253
3.58747e-008,0.3197
3.59133e-008,0.3194
3.59519e-008,0.3192
3.59905e-008,0.3197
3.60290e-008,0.3218
3.60676e-008,0.3239
3.61062e-008,0.3257
3.61448e-008,0.3354
3.61834e-008,0.3658
3.62219e-008,0.4310
3.62605e-008,0.5332
3.62991e-008,0.6575
3.63376e-008,0.7738
3.63762e-008,0.8570
3.64148e-008,0.9247
3.64534e-008,0.9834
3.64920e-008,1.0323
3.65305e-008,1.0691
3.65691e-008,1.1117
3.66077e-008,1.1546
3.66462e-008,1.1565
3.66848e-008,1.1431
3.67234e-008,1.0933
3.67620e-008,0.9942
3.68006e-008,0.8724
3.68391e-008,0.7522
3.68777e-008,0.6402
3.69163e-008,0.5494
3.69549e-008,0.4830
3.69934e-008,0.4358
3.70320e-008,0.3992
3.70706e-008,0.3724
3.71091e-008,0.3746
3.71477e-008,0.4067
3.71863e-008,0.4791
3.72249e-008,0.5845
3.72635e-008,0.7055
3.73020e-008,0.8064
3.73406e-008,0.8863
3.73792e-008,0.9553
3.74177e-008,1.0132
